Gender,Age,Height,Weight,H_Cal_Consump,Veg_Consump,Water_Consump,Alcohol_Consump,Smoking,Meal_Count,Food_Between_Meals,Fam_Hist,H_Cal_Burn,Phys_Act,Time_E_Dev,Transport,Body_Level
Female,26.0,1.654784,111.933152,yes,3.0,2.770125,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.088236,Public_Transportation,Body Level 4
Male,26.0,1.83,82.0,yes,2.0,2.0,Sometimes,no,3.0,Always,no,no,1.0,1.0,Public_Transportation,Body Level 2
Male,26.0,1.85,105.0,yes,3.0,3.0,Sometimes,no,3.0,Frequently,yes,no,2.0,2.0,Public_Transportation,Body Level 4
Female,19.462713,1.550122,69.936073,no,2.5016830000000003,1.337378,no,no,3.3947879999999997,Sometimes,yes,no,0.9328879999999999,1.0,Public_Transportation,Body Level 3
Male,18.900253,1.750359,79.828725,yes,2.0,2.045004,Frequently,no,2.228113,Sometimes,yes,no,1.293665,0.9618059999999999,Public_Transportation,Body Level 3
Female,26.0,1.632377,111.946655,yes,3.0,2.737091,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.037078,Public_Transportation,Body Level 4
Female,19.090023000000002,1.562434,70.442775,no,2.748243,1.9623220000000001,no,no,3.070386,Sometimes,yes,no,1.145752,1.0,Public_Transportation,Body Level 3
Male,18.0,1.78,108.0,no,2.0,3.0,no,no,3.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 4
Male,25.550506,1.7727400000000002,114.254278,yes,2.1752759999999998,2.128176,Sometimes,no,3.0,Sometimes,yes,no,1.306476,0.079334,Public_Transportation,Body Level 4
Male,23.812795,1.767121,116.164351,yes,1.655684,2.0,Sometimes,no,3.0,Sometimes,yes,no,0.976425,0.690082,Public_Transportation,Body Level 4
Female,21.962426,1.57206,43.919835,no,3.0,2.6512580000000003,no,no,1.6008120000000001,Frequently,no,no,0.600817,0.0,Public_Transportation,Body Level 1
Male,19.0,1.8,85.0,yes,3.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,1.0,Walking,Body Level 3
Female,21.832995,1.580964,65.363941,yes,2.021446,1.077917,Sometimes,no,3.0,Sometimes,no,no,0.5238470000000001,0.808599,Public_Transportation,Body Level 3
Female,23.0,1.6084690000000001,82.954796,yes,2.150054,2.768325,no,no,2.988539,Sometimes,yes,no,2.08515,0.0,Public_Transportation,Body Level 4
Male,26.774115000000002,1.755938,112.287678,yes,1.428289,2.1177330000000003,Sometimes,no,3.0,Sometimes,yes,no,0.48532200000000003,0.6969479999999999,Automobile,Body Level 4
Female,21.853826,1.755643,137.796884,yes,3.0,2.184707,Sometimes,no,3.0,Sometimes,yes,no,1.978631,0.838957,Public_Transportation,Body Level 4
Female,38.445147999999996,1.556028,77.684229,yes,2.0,1.4406290000000002,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Male,28.825279,1.815347,120.399758,yes,2.9673,2.530035,Sometimes,no,3.0,Sometimes,yes,no,1.045107,0.947866,Automobile,Body Level 4
Female,18.0,1.6,60.0,yes,3.0,1.0,no,no,1.0,Sometimes,yes,yes,0.0,2.0,Walking,Body Level 2
Female,23.0,1.634688,82.62799999999999,yes,2.060922,2.2352819999999998,no,no,2.933409,Sometimes,yes,no,0.380633,0.0026,Public_Transportation,Body Level 4
Male,22.675679000000002,1.823765,96.945262,yes,1.588782,2.4694689999999997,Sometimes,no,2.601675,Sometimes,yes,no,1.7365380000000001,1.886855,Public_Transportation,Body Level 3
Female,15.0,1.65,86.0,yes,3.0,1.0,no,no,3.0,Sometimes,yes,no,3.0,2.0,Walking,Body Level 4
Male,30.0,1.76,112.0,yes,1.0,2.0,Frequently,yes,3.0,no,yes,yes,0.0,0.0,Automobile,Body Level 4
Male,25.191627,1.813678,85.637789,yes,1.450218,2.1477459999999997,no,no,3.985442,Sometimes,no,no,0.046836,1.0,Automobile,Body Level 3
Female,26.0,1.650125,111.93967099999999,yes,3.0,2.7707319999999998,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.12523499999999999,Public_Transportation,Body Level 4
Male,21.6548,1.755938,116.31196200000001,yes,1.8001220000000002,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.689525,0.764452,Public_Transportation,Body Level 4
Female,18.019572,1.7013779999999998,50.088468,yes,1.601236,1.0550190000000002,Sometimes,no,3.433908,Sometimes,no,no,0.819269,1.030848,Public_Transportation,Body Level 1
Male,22.0,1.6,66.0,yes,3.0,2.0,no,no,3.0,Sometimes,no,no,3.0,0.0,Bike,Body Level 3
Female,20.255616,1.534223,41.268597,yes,2.673638,1.249074,Sometimes,no,2.779379,Frequently,no,no,0.043412,0.403694,Public_Transportation,Body Level 1
Female,18.0,1.6856330000000002,90.032671,yes,2.496455,1.8503439999999998,Sometimes,no,3.0,Sometimes,yes,no,1.066101,0.7322649999999999,Public_Transportation,Body Level 4
Female,21.837058,1.5580450000000001,63.597632999999995,yes,2.53915,1.977801,Sometimes,no,1.590982,Sometimes,no,no,1.264616,0.0,Public_Transportation,Body Level 3
Male,19.0,1.8,80.0,yes,2.0,2.0,Sometimes,no,1.0,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 2
Female,25.795187,1.669039,104.593929,yes,3.0,1.554925,Sometimes,no,3.0,Sometimes,yes,no,0.20958600000000002,0.823069,Public_Transportation,Body Level 4
Female,17.451085,1.6,65.0,yes,3.0,2.0,Sometimes,no,2.449723,Sometimes,yes,yes,0.479592,1.7206419999999998,Public_Transportation,Body Level 3
Male,23.0,1.8,60.0,no,2.0,3.0,Sometimes,no,3.0,no,yes,no,0.0,1.0,Public_Transportation,Body Level 2
Female,19.911246,1.530248,68.85096999999999,no,2.258795,1.172186,no,no,3.53009,Sometimes,yes,no,0.6789430000000001,1.0,Public_Transportation,Body Level 3
Male,23.451595,1.6702270000000001,75.0,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,0.129163,1.9836779999999998,Public_Transportation,Body Level 3
Male,20.184451,1.701284,104.578255,yes,2.653721,1.368457,no,no,1.265463,Sometimes,yes,no,0.218356,0.768071,Public_Transportation,Body Level 4
Female,30.0,1.71,82.0,yes,3.0,1.0,no,yes,4.0,Frequently,yes,no,0.0,0.0,Automobile,Body Level 3
Female,26.0,1.622468,110.400847,yes,3.0,2.6950939999999997,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.41347399999999995,Public_Transportation,Body Level 4
Male,38.825189,1.780846,85.687751,yes,2.901924,2.76382,Sometimes,no,1.1249770000000001,Sometimes,yes,no,0.8554,0.999183,Automobile,Body Level 3
Male,33.0,1.76,66.5,no,2.0,2.0,Sometimes,no,3.0,Sometimes,no,no,3.0,1.0,Automobile,Body Level 2
Male,17.971574,1.720379,85.0,yes,2.0,2.802498,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.41758,Public_Transportation,Body Level 3
Female,17.0,1.8,50.0,yes,3.0,1.0,Sometimes,no,4.0,Frequently,no,no,2.0,1.0,Public_Transportation,Body Level 1
Female,21.009596,1.714193,131.866734,yes,3.0,1.709556,Sometimes,no,3.0,Sometimes,yes,no,1.592494,0.9258430000000001,Public_Transportation,Body Level 4
Female,21.012542,1.615145,68.653347,yes,1.7298240000000003,2.043703,Sometimes,no,3.612941,no,yes,no,0.562118,0.42664300000000005,Public_Transportation,Body Level 3
Male,18.0,1.806827,108.82939499999999,yes,2.0,2.416213,no,no,1.24884,Sometimes,yes,no,1.0,1.546738,Public_Transportation,Body Level 4
Male,39.825592,1.706741,108.012603,yes,2.487781,1.0,no,no,3.7559760000000004,Sometimes,yes,no,1.8607650000000002,0.0,Automobile,Body Level 4
Female,21.282238,1.748951,133.662583,yes,3.0,2.247979,Sometimes,no,3.0,Sometimes,yes,no,1.6099379999999999,0.8492360000000001,Public_Transportation,Body Level 4
Female,19.091345999999998,1.603923,45.0,no,3.0,1.28246,Sometimes,no,3.0,Frequently,no,yes,1.60195,0.0,Public_Transportation,Body Level 1
Male,33.749594,1.701387,107.025415,yes,2.5616380000000003,1.0,no,no,2.87747,Sometimes,yes,no,1.9804009999999999,0.0,Automobile,Body Level 4
Female,23.0,1.63,83.0,no,3.0,3.0,Sometimes,yes,1.0,Sometimes,yes,no,1.0,2.0,Public_Transportation,Body Level 4
Female,22.422674,1.7001099999999998,50.173425,yes,2.6744310000000002,2.4533840000000002,no,no,3.0,Frequently,yes,no,1.321624,1.9906169999999999,Public_Transportation,Body Level 1
Male,20.0,1.65,80.0,no,2.0,2.0,no,no,3.0,Sometimes,yes,no,1.0,2.0,Walking,Body Level 3
Male,25.920738,1.823755,105.80015800000001,yes,2.92711,2.151496,Sometimes,no,3.0,Sometimes,yes,no,1.166064,1.509831,Public_Transportation,Body Level 4
Male,20.0,1.87,75.0,yes,2.0,1.0,Sometimes,no,3.0,Frequently,no,no,1.0,1.0,Public_Transportation,Body Level 2
Female,34.389679,1.6913220000000002,77.56160200000001,yes,3.0,2.0,no,no,1.8023049999999998,Sometimes,yes,no,0.390877,0.0,Automobile,Body Level 3
Female,18.0,1.62,50.0,yes,3.0,1.0,Sometimes,no,3.0,Sometimes,no,no,0.0,0.0,Automobile,Body Level 2
Female,20.801791,1.7214759999999998,131.042274,yes,3.0,1.837184,Sometimes,no,3.0,Sometimes,yes,no,1.5251649999999999,0.926443,Public_Transportation,Body Level 4
Male,22.829753,1.765137,116.66990600000001,yes,1.4827219999999999,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.1125040000000002,0.690353,Public_Transportation,Body Level 4
Male,33.55336,1.699793,103.841672,yes,2.576449,1.0,no,no,2.4196560000000003,Sometimes,yes,no,1.9823790000000001,0.0,Public_Transportation,Body Level 4
Male,17.282945,1.8215139999999999,59.605028000000004,yes,2.613249,2.0,no,no,3.712183,Sometimes,yes,no,2.002997,0.174848,Automobile,Body Level 1
Male,23.806789000000002,1.732492,84.557797,yes,2.992205,2.413813,Sometimes,no,3.0,Sometimes,yes,no,0.458237,0.688293,Public_Transportation,Body Level 3
Female,25.380557,1.630379,46.062954,yes,2.690754,2.212296,no,no,3.03779,Frequently,yes,no,1.616882,0.0,Public_Transportation,Body Level 1
Male,55.022493999999995,1.6733939999999998,80.400306,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,1.0,0.0,Automobile,Body Level 3
Male,22.658572,1.784994,113.71452099999999,yes,1.760038,2.003531,Sometimes,no,3.0,Sometimes,yes,no,1.089061,0.072264,Public_Transportation,Body Level 4
Male,18.014332999999997,1.7510290000000002,80.0,yes,2.0,2.122884,Frequently,no,2.8054360000000003,Sometimes,yes,no,0.045651,0.017225,Public_Transportation,Body Level 3
Male,24.001196,1.603091,100.209405,yes,3.0,1.0,no,no,1.02075,Sometimes,yes,no,0.23305599999999999,1.7074209999999999,Public_Transportation,Body Level 4
Female,22.596576000000002,1.650052,87.272552,yes,2.8759900000000003,2.7777119999999997,no,no,1.2919,Sometimes,yes,no,0.432813,1.0,Public_Transportation,Body Level 4
Male,18.0,1.751278,86.963628,no,3.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.271667,0.155278,Public_Transportation,Body Level 3
Female,20.530998,1.74647,133.644711,yes,3.0,2.896088,Sometimes,no,3.0,Sometimes,yes,no,1.612741,0.7731899999999999,Public_Transportation,Body Level 4
Female,22.998708999999998,1.7401080000000002,53.65727,yes,2.241606,1.8466259999999999,no,no,3.0,Frequently,yes,no,2.460238,0.8145180000000001,Public_Transportation,Body Level 1
Female,22.997168,1.6557419999999998,82.46376,yes,2.73691,2.677409,Sometimes,no,1.478334,Sometimes,yes,no,0.065264,0.40699,Public_Transportation,Body Level 4
Female,29.32038,1.642506,69.906708,yes,2.366949,1.926577,Sometimes,no,3.0,Sometimes,yes,no,1.581242,0.0,Automobile,Body Level 3
Female,21.0,1.63,51.0,yes,2.0,1.0,no,no,1.0,Sometimes,no,no,1.0,1.0,Public_Transportation,Body Level 2
Female,25.777565,1.628205,107.378702,yes,3.0,2.506631,Sometimes,no,3.0,Sometimes,yes,no,0.025787,0.48416499999999996,Public_Transportation,Body Level 4
Female,18.0,1.56,55.0,yes,2.0,1.0,Frequently,no,3.0,Sometimes,no,no,0.0,0.0,Automobile,Body Level 2
Female,20.552695,1.523426,42.0,yes,3.0,1.185062,Sometimes,no,1.0,Frequently,no,no,0.0,0.076654,Public_Transportation,Body Level 1
Male,20.986833999999998,1.6771779999999998,80.379575,yes,2.0,2.0,no,no,2.961706,Sometimes,yes,no,1.661556,1.114716,Public_Transportation,Body Level 3
Female,16.0,1.61,65.0,yes,1.0,2.0,no,no,1.0,Sometimes,yes,no,0.0,0.0,Public_Transportation,Body Level 3
Male,18.0,1.7911740000000003,108.9606,yes,2.0,2.2791240000000004,no,no,1.08687,Sometimes,yes,no,1.0,1.609773,Public_Transportation,Body Level 4
Female,33.732714,1.679725,74.885222,yes,3.0,1.0006950000000001,Sometimes,no,1.13715,Sometimes,yes,no,0.26127399999999995,0.0,Automobile,Body Level 3
Male,31.783524,1.672959,90.0,yes,2.949242,2.2109970000000003,Sometimes,no,1.782109,Sometimes,yes,no,1.992719,0.0,Automobile,Body Level 4
Female,24.0,1.56,51.0,no,3.0,2.0,Frequently,no,3.0,Frequently,no,no,2.0,2.0,Public_Transportation,Body Level 2
Female,21.056059,1.730113,152.09436200000002,yes,3.0,2.3749580000000003,Sometimes,no,3.0,Sometimes,yes,no,0.750111,0.671458,Public_Transportation,Body Level 4
Female,21.0,1.6,61.0,yes,2.0,1.0,Sometimes,no,3.0,Sometimes,no,no,1.0,1.0,Public_Transportation,Body Level 2
Male,29.956197999999997,1.703688,82.207978,yes,2.119643,1.7233720000000001,Sometimes,no,3.2929559999999998,Sometimes,yes,no,0.0,0.987102,Automobile,Body Level 3
Male,40.501721999999994,1.7449740000000002,111.169678,yes,2.294259,1.8702900000000002,no,no,2.850948,Sometimes,yes,no,0.917014,0.0,Automobile,Body Level 4
Male,23.0,1.7746439999999999,105.966894,yes,2.312825,2.073497,Sometimes,no,3.0,Sometimes,yes,no,0.614466,0.579541,Public_Transportation,Body Level 4
Female,32.0,1.67,90.0,yes,3.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,2.0,0.0,Automobile,Body Level 4
Male,30.022598,1.747739,83.314157,yes,2.0116560000000003,1.844645,no,no,3.165837,Sometimes,yes,no,0.889963,0.39597899999999997,Automobile,Body Level 3
Male,24.108711,1.7,80.761409,yes,2.0,2.8794020000000002,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.322405,Public_Transportation,Body Level 3
Male,24.0,1.7,75.0,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Automobile,Body Level 3
Female,19.314964,1.661403,49.932199,yes,2.205439,1.5305309999999999,Sometimes,no,3.0,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,18.0,1.7,55.0,yes,2.0,2.0,Sometimes,no,3.0,Frequently,yes,no,0.0,0.0,Public_Transportation,Body Level 2
Female,22.0,1.6,82.0,yes,1.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,0.0,2.0,Public_Transportation,Body Level 4
Female,37.0,1.5,75.0,yes,2.0,1.0,Sometimes,no,3.0,Frequently,yes,no,0.0,0.0,Motorbike,Body Level 4
Female,18.0,1.763465,50.279053000000005,yes,1.567101,1.9941389999999999,Sometimes,no,3.0,Sometimes,no,no,0.107981,1.0,Public_Transportation,Body Level 1
Female,18.0,1.54,71.0,no,3.0,2.0,no,no,4.0,Frequently,no,no,1.0,1.0,Public_Transportation,Body Level 3
Male,33.070142,1.709428,83.014033,yes,2.0,2.01051,no,no,1.0446280000000001,Sometimes,yes,no,2.8058009999999998,0.0,Automobile,Body Level 3
Male,26.490926,1.8725169999999998,120.898397,yes,2.443538,2.939492,Sometimes,no,3.0,Sometimes,yes,no,1.208142,0.738935,Public_Transportation,Body Level 4
Female,39.29266,1.567131,80.0,yes,2.0254790000000003,1.941224,Sometimes,no,1.046144,Sometimes,yes,no,1.983265,0.0,Automobile,Body Level 4
Male,17.689057000000002,1.713599,83.285753,yes,2.009952,1.660614,Sometimes,no,2.716106,Sometimes,yes,no,1.0,0.60473,Public_Transportation,Body Level 3
Male,20.825962,1.793378,105.65503700000001,yes,2.0,1.155384,Sometimes,no,3.0,Sometimes,yes,no,0.0039380000000000005,0.526999,Public_Transportation,Body Level 4
Female,21.0,1.6,68.0,yes,2.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 3
Male,29.981494,1.7731810000000001,112.348722,yes,1.947495,2.042073,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.6180869999999999,Automobile,Body Level 4
Female,38.464538,1.696423,78.967919,yes,3.0,2.981604,no,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 3
Female,18.743586999999998,1.789143,138.202869,yes,3.0,2.83377,Sometimes,no,3.0,Sometimes,yes,no,0.806422,0.672513,Public_Transportation,Body Level 4
Female,21.282529999999998,1.761773,133.903469,yes,3.0,2.893062,Sometimes,no,3.0,Sometimes,yes,no,1.408177,0.807457,Public_Transportation,Body Level 4
Male,21.0,1.72,72.0,yes,3.0,3.0,Sometimes,no,3.0,Always,yes,yes,3.0,0.0,Automobile,Body Level 2
Male,19.565496,1.705584,78.025625,no,1.936479,2.159987,Sometimes,no,2.8373880000000002,Sometimes,yes,no,1.4757719999999999,0.646514,Public_Transportation,Body Level 3
Male,33.0,1.85,99.0,yes,2.0,3.0,Sometimes,yes,3.0,Sometimes,yes,no,1.0,0.0,Automobile,Body Level 3
Female,19.758286,1.667404,49.125955,no,2.880792,1.960131,Sometimes,no,3.281391,Sometimes,no,no,1.5130290000000002,1.0,Public_Transportation,Body Level 1
Female,18.0,1.644682,68.392133,yes,2.0,1.344539,no,no,1.1316950000000001,Sometimes,yes,no,0.0,1.59257,Public_Transportation,Body Level 3
Male,21.378039,1.718534,80.0,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,2.721646,1.269982,Public_Transportation,Body Level 3
Male,29.695603000000002,1.842943,93.798055,yes,2.133955,1.753464,Sometimes,no,2.902766,Sometimes,yes,no,1.729987,1.0,Public_Transportation,Body Level 3
Female,19.045357,1.61291,82.193405,yes,1.261288,1.166655,no,no,2.9300439999999996,Sometimes,yes,no,0.133398,0.9517399999999999,Public_Transportation,Body Level 4
Female,21.0,1.55,58.0,yes,2.0,1.0,Sometimes,no,1.0,Sometimes,no,no,1.0,0.0,Public_Transportation,Body Level 2
Female,39.965474,1.739293,80.91438199999999,yes,2.416044,1.352649,Sometimes,no,3.196043,Sometimes,no,no,0.148628,1.08266,Automobile,Body Level 3
Male,21.180346,1.773766,89.28282,yes,2.010684,2.0,Sometimes,no,1.322087,Sometimes,yes,no,0.540397,0.973834,Public_Transportation,Body Level 3
Female,18.951144,1.621048,72.105856,no,3.0,2.0,Sometimes,no,3.884861,Sometimes,yes,no,1.0,1.0,Public_Transportation,Body Level 3
Female,39.170029,1.6883540000000001,79.278896,yes,3.0,2.9945150000000003,no,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 3
Male,21.0,1.81,80.0,no,1.0,2.0,no,no,3.0,no,no,no,2.0,0.0,Public_Transportation,Body Level 2
